-2.5200,3.5200,1.1842666666666666
-1.5400,-3.1100,-1.1218000000000001
2.1400,3.5200,0.09693333333333332
-1.6900,-1.5300,-0.5917333333333334
-0.3800,3.3000,0.616
0.4600,1.1900,-0.24113333333333342
1.5300,1.4300,-0.41560000000000014
-1.3600,-3.2000,-1.1920000000000002
-0.5900,3.5900,0.7558666666666667
0.6000,3.5200,0.4562666666666666
1.5800,-1.9100,-1.4738000000000002
3.4000,2.2500,-0.595
2.2300,3.6300,0.11039999999999983
-3.3100,-3.9100,-0.9594666666666668
0.7700,-2.6400,-1.5135333333333334
-2.5800,-1.6600,-0.42480000000000007
1.1500,0.0200,-0.7687333333333334
2.6900,-3.9300,-2.3657333333333335
-0.0300,-3.3000,-1.5336666666666667
0.6200,0.8800,-0.3756
3.0100,2.9100,-0.2972
1.0500,-1.2000,-1.1276666666666668
-0.4300,1.7900,0.15453333333333336
0.4100,-2.8800,-1.5047333333333333
0.1200,2.4700,0.23926666666666674
-3.5900,3.6100,1.4621333333333333
-0.4900,-1.1200,-0.7432666666666667
-3.2900,-1.6700,-0.26226666666666665
1.5300,-3.9500,-2.1013333333333337
2.2700,3.5100,0.06346666666666678
-3.2800,-2.2400,-0.44320000000000015
-3.9900,-1.7900,-0.1365333333333334
-2.1300,1.2400,0.37886666666666663
-1.6400,-0.0800,-0.14906666666666674
-1.5300,-3.5100,-1.2494666666666667
3.7700,2.7500,-0.5246666666666667
-1.8300,-1.2200,-0.46193333333333336
-3.8700,2.1100,1.0574666666666666
-1.8900,-1.1700,-0.4322666666666667
-1.6000,3.2600,0.8881333333333334
3.1200,1.4400,-0.7834666666666668
-3.4700,2.3400,1.0362
-2.3500,-3.2800,-0.9860666666666668
2.8000,1.0100,-0.8435333333333335
-1.0300,-1.4200,-0.7112666666666667
1.4800,-0.4300,-0.9867333333333335
-1.2800,-2.2000,-0.8973333333333335
2.0800,0.1300,-0.9512666666666667
3.9300,-0.2600,-1.5051333333333332
-2.9100,-3.2500,-0.846
-3.5000,1.8500,0.8896666666666667
-2.7300,3.0300,1.0797333333333334
-3.5800,3.7000,1.4880000000000002
0.1700,-1.3600,-0.9724666666666667
3.1300,0.1000,-1.2056666666666667
3.4400,0.0800,-1.284266666666667
-2.1400,-0.3000,-0.10133333333333336
-3.8100,0.7000,0.6016666666666666
2.5000,-0.5100,-1.2498
0.3600,1.2400,-0.20213333333333333
3.7600,0.2700,-1.2993999999999999
-0.6900,0.0900,-0.31746666666666673
0.3900,-1.2900,-1.0018666666666667
1.4500,-2.9200,-1.7599333333333333
-1.0300,-1.6500,-0.7833333333333334
0.0600,3.7900,0.6668666666666666
-2.9600,-2.9700,-0.7466000000000002
2.7300,0.2400,-1.068466666666667
0.2000,3.0700,0.40859999999999996
2.9500,-2.4300,-1.9564000000000001
-2.1300,2.1200,0.6546000000000001
-0.0500,3.3300,0.5484
-3.5000,1.7500,0.8583333333333333
0.1100,-3.2500,-1.5506666666666666
-1.2400,-1.5200,-0.6936000000000001
2.9100,-1.1700,-1.5522666666666667
-2.0000,1.6400,0.47386666666666666
-2.3700,1.5600,0.5351333333333335
-2.7400,-2.1600,-0.5441333333333334
-3.1400,-0.0600,0.20719999999999997
-1.3100,1.5500,0.2846666666666667
-3.0000,3.5900,1.3182
0.4500,-1.5700,-1.1036000000000001
-2.0800,-3.0300,-0.9707333333333334
-0.1000,-3.9600,-1.7241333333333335
-3.4000,-1.1300,-0.06740000000000002
1.1100,3.7900,0.4218666666666666
2.2200,-0.1800,-1.0810666666666666
0.8800,-2.6800,-1.5517333333333334
2.8500,-0.1200,-1.209266666666667
1.8100,-3.1600,-1.9191333333333334
-1.6600,3.4400,0.9585333333333333
0.6800,-0.1200,-0.7029333333333333
-0.7800,0.2000,-0.262
1.5300,-1.5900,-1.3618666666666668
3.1200,2.9100,-0.32286666666666675
-1.4200,-0.3300,-0.2787333333333334
-2.4200,0.1700,0.11126666666666661
2.1300,3.3600,0.04913333333333325
2.6000,2.6400,-0.28613333333333324
0.5300,0.9200,-0.34206666666666674
-3.0100,-3.6700,-0.9542666666666669
2.5400,-2.6100,-1.9171333333333336
2.2200,0.1700,-0.9713999999999999
-0.5100,-3.6500,-1.5313333333333334
2.9500,1.5700,-0.7030666666666667
-1.8200,3.8700,1.1306
-1.9400,-3.4300,-1.1287333333333336
2.2800,-0.1000,-1.07
-2.7900,-0.0800,0.11926666666666665
-1.0800,1.6300,0.25606666666666666
-2.7600,-0.5000,-0.01933333333333348
-1.9200,0.0400,-0.046133333333333366
-0.0700,-3.1200,-1.4679333333333335
3.5600,3.9500,-0.09966666666666679
1.9500,0.9000,-0.6796666666666666
2.0400,-0.8000,-1.2333333333333334
2.9800,-2.0600,-1.8474666666666666
0.9900,3.2600,0.28380000000000005
-1.9800,3.1600,0.9454666666666667
-2.0300,-3.6000,-1.1610000000000003
-3.9700,3.0200,1.3659333333333334
-0.0500,-2.3600,-1.2344666666666668
-2.1600,-3.7000,-1.1620000000000004
1.5400,3.9100,0.3591333333333333
-3.0900,0.6300,0.4117333333333333
-3.1000,1.6700,0.7399333333333333
2.2700,-0.3200,-1.1366
-1.6000,2.1900,0.5528666666666666
3.4800,-3.1200,-2.296266666666667
-1.5500,1.7800,0.4127333333333334
3.6200,3.2200,-0.3423999999999998
-0.0900,2.2500,0.21933333333333338
-1.7700,3.0300,0.8557333333333333
-1.7700,-0.2700,-0.17826666666666668
1.1100,0.4500,-0.6246666666666667
-0.3900,-1.8200,-0.9859333333333333
1.8400,-2.2400,-1.6378666666666668
1.0100,-3.6300,-1.8797333333333333
-1.2800,-2.6300,-1.0320666666666667
1.8300,1.4300,-0.4856000000000001
1.3400,-2.3400,-1.5525333333333333
-0.7100,-0.0700,-0.36293333333333344
-1.8600,-3.0100,-1.0158
-1.2900,-2.9400,-1.1268666666666667
-2.7400,2.8200,1.0162666666666667
-3.0800,0.1900,0.2715333333333333
2.4400,0.6100,-0.8848666666666667
0.2900,0.5000,-0.4176666666666667
1.4100,-0.3000,-0.9296666666666666
2.8100,-1.8800,-1.7514
-3.1100,-0.2500,0.14066666666666663
-1.2400,-0.2600,-0.29880000000000007
3.9200,1.8700,-0.8353999999999999
0.0200,-0.5400,-0.6805333333333334
1.2700,-1.6200,-1.3106
2.1500,3.9700,0.23560000000000025
2.1000,2.0200,-0.36373333333333346
-0.1300,-2.8000,-1.3536666666666668
-1.0700,-3.4600,-1.3411333333333335
2.4800,2.0100,-0.45553333333333323
2.9100,-1.8600,-1.7684666666666669
-1.6800,-1.6100,-0.6191333333333334
-2.4900,-3.8500,-1.1320000000000001
3.2100,-2.5000,-2.039
-3.8900,2.5800,1.2094
2.8100,-2.1500,-1.836
2.3600,-3.1300,-2.0380666666666665
-3.6800,0.8300,0.6120666666666666
-0.0700,-1.6400,-1.0042
1.1600,0.5900,-0.5924666666666667
-0.8400,-1.0700,-0.6459333333333335
3.2100,1.5600,-0.7668666666666666
0.0300,-3.2100,-1.5194666666666667
1.9400,3.8500,0.2470000000000001
0.9300,4.0000,0.5296666666666667
3.2200,3.5300,-0.15193333333333325
-3.9500,-2.3200,-0.3119333333333333
-0.2100,-0.5700,-0.6362666666666668
-2.9400,-1.5100,-0.2938000000000001
-2.6800,-1.0100,-0.19779999999999998
2.2900,2.3600,-0.3015333333333332
2.3500,-3.4800,-2.1454000000000004
-1.1500,-0.3500,-0.3480000000000001
1.7800,-2.0200,-1.5549333333333335
0.3500,-0.2600,-0.6698000000000001
0.5700,-1.8200,-1.2099333333333333
2.7200,-0.2500,-1.2196666666666667
-1.3700,3.1600,0.8031333333333335
-3.6600,2.1100,1.0084666666666666
-2.7500,-0.4400,-0.0028666666666666563
-3.4000,-0.0500,0.27099999999999996
-1.3800,-1.5500,-0.6703333333333334
